Sold Price,Status,Address,List Date,Sold Date,DOM,Location,Total number of bedrooms,Total number of Baths,TotFl ,The year in which it was build,Age,FrontageFt,Depth,Total number of Kitchens,TypeDwel ,Style of Home
"$668,000",S,4856 SMITH AVENUE,10/18/2010,11-08-2010,21,Burnaby South,5,2,"2,400",1954,56,59.4,114.8,2,House/Single Family,Basement Entry
"$668,500",S,6957 BALMORAL STREET,10/21/2011,11-09-2011,19,Burnaby South,6,3,"2,700",1946,65,33,120,1,House/Single Family,2 Storey
"$669,000",S,7511 IMPERIAL STREET,10/14/2013,10/22/2013,8,Burnaby South,4,2,"2,178",1955,58,50,135,1,House/Single Family,3 Storey
"$669,000",S,6157 BROADWAY,3/14/2010,5/18/2010,65,Burnaby North,5,3,"2,600",1960,50,60,112,2,House/Single Family,2 Storey
"$669,000",S,118 SEA AVENUE,08-08-2011,8/18/2011,10,Burnaby North,4,2,"1,440",1949,62,33,122,1,House/Single Family,2 Storey
"$669,000",S,7863 GRAHAM AVENUE,1/25/2011,1/30/2011,5,Burnaby East,4,2,"2,500",1970,41,50,120,2,House/Single Family,"2 Storey, Split Entry"
"$669,000",S,8013 BURNFIELD CRESCENT,10/18/2010,10/25/2010,7,Burnaby South,4,3,"2,285",1972,38,61,122,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$669,900",S,8469 13TH AVENUE,7/30/2010,08-08-2010,9,Burnaby East,4,2,"2,300",1950,60,50,144,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$670,000",S,6920 BOUNDARY ROAD,6/18/2013,07-01-2013,13,Burnaby South,3,2,"2,168",9999,999,59,105,1,House/Single Family,2 Storey
"$670,000",S,1930 HOLDOM AVENUE,8/16/2010,11/25/2010,101,Burnaby North,4,2,"2,278",1955,55,50,120,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$670,000",S,3940 ETON STREET,07-05-2010,11-08-2010,126,Burnaby North,3,1,"2,428",1948,62,50,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$670,000",S,1350 SPRINGER AVENUE,9/20/2013,10/23/2013,33,Burnaby North,4,2,"2,145",1942,71,59,130,1,House/Single Family,1 Storey
"$670,000",S,5838 BERWICK STREET,02-02-2010,04-06-2010,63,Burnaby South,4,2,"2,165",9999,999,51,117,1,House/Single Family,2 Storey
"$670,000",S,5891 MCKEE STREET,3/17/2010,3/29/2010,12,Burnaby South,3,1,"1,900",1948,62,50,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$670,000",S,7368 BARNET ROAD,02-06-2012,2/14/2012,8,Burnaby North,4,2,"2,128",1959,53,50,125,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$670,000",S,5436 KEITH STREET,10/26/2010,12-01-2010,36,Burnaby South,3,2,"1,973",1960,50,51,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$670,000",S,8010 LAKEFIELD DRIVE,1/20/2010,3/14/2010,53,Burnaby South,4,3,"2,803",1974,36,60,120,2,House/Single Family,2 Storey
"$670,000",S,4801 PENDER STREET,7/15/2014,7/21/2014,6,Burnaby North,5,2,"2,172",9999,999,33,122,1,House/Single Family,2 Storey w/Bsmt.
"$670,000",S,8438 11TH AVENUE,02-03-2011,02-04-2011,1,Burnaby East,5,2,"2,414",1957,54,50,135,2,House/Single Family,"Basement Entry, Rancher/Bungalow w/Bsmt."
"$670,000",S,7732 1ST STREET,06-04-2010,8/22/2010,79,Burnaby East,5,2,"2,390",1958,52,68,92,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$670,000",S,4311 CARLETON AVENUE,12/22/2009,01-05-2010,14,Burnaby South,3,2,"2,076",1954,55,66,131,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$670,000",S,4732 FRANCES STREET,09-07-2011,10-12-2011,35,Burnaby North,2,1,"1,200",9999,999,33,122,1,House/Single Family,1 Storey
"$670,800",S,3867 MOSCROP STREET,3/15/2010,3/21/2010,6,Burnaby South,4,2,"2,302",1965,45,66,140,1,House/Single Family,2 Storey
"$671,000",S,6237 PORTLAND STREET,9/14/2010,2/13/2011,152,Burnaby South,5,3,"2,478",1975,35,33,125,2,House/Single Family,2 Storey
"$671,000",S,6535 DENBIGH AVENUE,11/26/2010,12-05-2010,9,Burnaby South,9,3,"2,565",1959,51,50,100,2,House/Single Family,Rancher/Bungalow
"$671,000",S,8065 17TH AVENUE,01-04-2011,03-09-2011,64,Burnaby East,5,3,"2,295",1952,59,50,138,1,House/Single Family,2 Storey
"$671,000",S,8278 18TH AVENUE,9/26/2013,10/13/2013,17,Burnaby East,3,2,"2,210",1963,50,33,140,2,House/Single Family,2 Storey
"$672,000",S,4336 ALDERWOOD CRESCENT,03-05-2010,4/14/2010,40,Burnaby South,4,2,"2,000",1955,55,54.78,120,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$672,500",S,8462 12TH AVENUE,10/22/2012,10/30/2012,8,Burnaby East,3,1,"1,794",1955,57,50,135,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$673,000",S,5511 CANADA WAY,1/24/2012,3/28/2012,64,Burnaby South,4,3,"2,525",1946,66,75,110,1,House/Single Family,2 Storey w/Bsmt.
"$673,000",S,5860 SPROTT STREET,03-08-2011,03-09-2011,1,Burnaby North,5,2,"2,100",9999,999,66,106,1,House/Single Family,2 Storey
"$674,000",S,3745 DUBOIS STREET,6/18/2010,6/22/2010,4,Burnaby South,4,2,"2,036",1956,54,51,132,1,House/Single Family,2 Storey
"$674,000",S,7435 IMPERIAL STREET,3/22/2010,04-11-2010,20,Burnaby South,3,3,"1,680",1956,54,59,135,1,House/Single Family,3 Level Split
"$675,000",S,5991 PATRICK STREET,3/23/2010,4/17/2010,25,Burnaby South,4,2,"2,364",1954,56,51,121,1,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$675,000",S,8430 17TH AVENUE,09-05-2013,09-05-2013,0,Burnaby East,4,2,"2,010",1953,60,50,135,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$675,000",S,7387 JUBILEE AVENUE,02-02-2011,02-06-2011,4,Burnaby South,4,2,"2,100",1951,60,,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$675,000",S,4494 NAPIER STREET,10/28/2011,11-07-2011,10,Burnaby North,4,2,"1,960",9999,999,58,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$675,000",S,7998 15TH AVENUE,06-07-2011,8/21/2011,75,Burnaby East,6,3,"3,158",1910,101,35,120,1,House/Single Family,2 Storey w/Bsmt.
"$675,000",S,7246 1ST STREET,2/25/2013,4/26/2013,60,Burnaby South,5,3,"2,372",1969,44,33,,2,House/Single Family,Split Entry
"$675,000",S,4716 PENDER STREET,7/14/2011,8/25/2011,42,Burnaby North,3,1,"1,060",9999,999,33,122,1,House/Single Family,"1 Storey, Rancher/Bungalow"
"$675,000",S,9239-9241 10TH AVENUE,03-07-2010,03-07-2010,0,Burnaby East,5,3,0,1955,55,61,132,3,House/Single Family,2 Storey w/Bsmt.
"$675,000",S,5065 HARDWICK STREET,05-05-2011,5/13/2011,8,Burnaby South,5,2,"2,600",1958,53,55,105,1,House/Single Family,Split Entry
"$675,100",S,8349 12TH AVENUE,4/18/2011,4/23/2011,5,Burnaby East,3,1,"1,225",1954,57,52,166,1,House/Single Family,1 Storey
"$675,900",S,9121 HOLMES STREET,06-01-2010,06-06-2010,5,Burnaby East,4,3,"2,368",1955,55,70,110,1,House/Single Family,2 Storey w/Bsmt.
"$677,000",S,7170 HALIFAX STREET,3/18/2010,5/13/2010,56,Burnaby North,4,2,"1,768",9999,999,50,158,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$677,000",S,9835 DAVID DRIVE,04-12-2010,5/28/2010,46,Burnaby North,6,3,"2,318",1957,53,56,119/115,1,House/Single Family,"2 Storey w/Bsmt., Rancher/Bungalow w/Bsmt."
"$677,044",S,7389 KINGSWAY STREET,10-06-2014,8/19/2015,317,Burnaby East,3,2,"1,440",9999,999,62,84,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$678,000",S,5339 MANOR STREET,6/19/2012,07-05-2012,16,Burnaby North,5,2,"2,450",1984,28,32,133,2,House/Single Family,2 Storey w/Bsmt.
"$678,000",S,7665 MAYFIELD STREET,3/18/2010,3/29/2010,11,Burnaby South,4,3,"2,210",1959,51,66,110,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$678,000",S,7636 14TH AVENUE,8/19/2013,09-03-2013,15,Burnaby East,3,1,"1,918",1970,43,34,134,1,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$678,500",S,7586 14TH AVENUE,6/28/2013,7/14/2013,16,Burnaby East,3,2,"2,100",1960,53,33,120,1,House/Single Family,Rancher/Bungalow
"$678,900",S,6550 PORTLAND STREET,05-03-2010,5/16/2010,13,Burnaby South,4,1,"1,854",1950,60,50,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$679,000",S,3825 SOUTHWOOD STREET,4/27/2010,5/28/2010,31,Burnaby South,3,2,"1,738",1950,60,61,139,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$679,000",S,8375 JOFFRE AVENUE,09-06-2013,10/22/2013,46,Burnaby South,4,2,"2,325",1954,59,0,,2,House/Single Family,Split Entry
"$679,000",S,4832 ROYAL OAK AVENUE,07-05-2011,08-09-2011,35,Burnaby South,5,4,"2,412",1955,56,59,120,3,House/Single Family,2 Storey
"$679,000",S,3840 VENABLES STREET,9/19/2011,10/24/2011,35,Burnaby North,3,2,"2,120",1937,74,33,122,2,House/Single Family,2 Storey
"$679,000",S,8235 BULLER AVENUE,8/16/2010,8/26/2010,10,Burnaby South,4,3,"3,250",1958,52,66,122,2,House/Single Family,2 Storey
"$679,000",S,8155 FENWICK STREET,02-10-2012,4/27/2012,77,Burnaby South,4,4,"2,860",9999,999,67,145,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$679,000",S,4240 PARKER STREET,4/20/2010,4/24/2010,4,Burnaby North,4,4,"2,440",9999,999,53,116,2,House/Single Family,2 Storey
"$679,100",S,8166 14TH AVENUE,05-09-2013,5/16/2013,7,Burnaby East,3,1,"2,200",1940,73,50,146,1,House/Single Family,2 Storey
"$680,000",S,7248 INLET DRIVE,5/29/2014,5/30/2014,1,Burnaby North,6,2,"2,280",1959,55,60,219,1,House/Single Family,2 Storey
"$680,000",S,4880 PORTLAND STREET,07-05-2010,7/29/2010,24,Burnaby South,3,1,"1,880",1928,82,66,145,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$680,000",S,7659 SEQUOIA ROAD,1/18/2011,1/30/2011,12,Burnaby East,3,3,"2,550",1962,49,52,110,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$680,000",S,6481 BRYANT STREET,05-04-2010,05-09-2010,5,Burnaby South,2,1,"1,300",9999,999,,,1,House/Single Family,Split Entry
"$680,000",S,3817 HERTFORD STREET,02-01-2013,3/25/2013,52,Burnaby South,4,2,"1,825",1950,63,36,100,2,House/Single Family,2 Storey
"$680,000",S,8510 ARMSTRONG AVENUE,8/31/2010,9/14/2010,14,Burnaby East,5,3,"2,600",1970,40,68,120,2,House/Single Family,2 Storey
"$680,000",S,7368 BARNET ROAD,12-08-2014,12/19/2014,11,Burnaby North,4,2,"2,074",1959,55,50,125,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$680,000",S,5007 HARDWICK STREET,2/21/2012,03-09-2012,17,Burnaby South,2,2,"1,917",9999,999,50,105,1,House/Single Family,2 Storey
"$680,000",S,5420 DUNDAS STREET,5/26/2011,06-08-2011,13,Burnaby North,2,1,800,9999,999,122,33,1,House/Single Family,"1 Storey, Corner Unit"
"$680,000",S,4215 KITCHENER STREET,9/23/2010,10-08-2010,15,Burnaby North,3,1,"1,937",1949,61,50,122,1,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$680,000",S,8416 GILLEY AVENUE,01-02-2010,1/26/2010,24,Burnaby South,4,3,"2,306",1949,61,58,170,2,House/Single Family,2 Storey w/Bsmt.
"$680,000",S,4220 PENDER STREET,7/15/2013,7/22/2013,7,Burnaby North,3,1,"1,890",1924,89,33,122,1,House/Single Family,2 Storey
"$680,000",S,5421 MANOR STREET,01-11-2010,04-03-2010,82,Burnaby North,4,4,"2,602",1994,16,33,130,2,House/Single Family,"2 Storey w/Bsmt., Basement Entry"
"$680,000",S,9492 SULLIVAN STREET,3/25/2013,3/28/2013,3,Burnaby North,6,2,"2,760",1968,45,56.5,122,1,House/Single Family,2 Storey
"$680,000",S,7763 COQUITLAM STREET,7/18/2013,8/16/2013,29,Burnaby East,6,2,"2,320",1958,55,58.8,109,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$680,000",S,4128 TRIUMPH STREET,07-09-2013,08-08-2013,30,Burnaby North,2,1,"1,480",1924,89,,122,1,House/Single Family,2 Storey
"$680,000",S,8821 MONROE AVENUE,1/24/2011,1/31/2011,7,Burnaby East,3,2,"2,080",1971,40,78,99,1,House/Single Family,2 Storey
"$680,000",S,5449 MCKEE STREET,04-11-2010,04-12-2010,1,Burnaby South,3,2,"2,360",1955,55,66,133,1,House/Single Family,2 Storey
"$680,000",S,4010 IRMIN STREET,4/22/2014,4/27/2014,5,Burnaby South,5,2,"2,600",1955,59,56,116,2,House/Single Family,"2 Storey, Basement Entry"
"$680,000",S,5979 ARBROATH STREET,5/13/2014,6/24/2014,42,Burnaby South,3,2,"1,584",9999,999,50,124,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$680,000",S,7566 GREENWOOD STREET,1/19/2012,1/29/2012,10,Burnaby North,2,2,"1,800",1946,66,0,,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$680,000",S,8920 MONROE AVENUE,10-11-2011,01-07-2012,88,Burnaby East,4,2,"2,500",1971,40,45,99,1,House/Single Family,2 Storey
"$680,000",S,6221 HALIFAX STREET,8/18/2010,8/21/2010,3,Burnaby North,3,2,"2,321",1953,57,66,121,1,House/Single Family,2 Storey
"$680,000",S,5150 LORRAINE AVENUE,10/19/2009,02-04-2010,108,Burnaby South,5,2,"2,400",1956,53,58,111,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$680,000",S,4341 PENDER STREET,09-05-2014,9/17/2014,12,Burnaby North,4,2,"1,830",1948,66,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$680,000",S,4215 TRIUMPH STREET,05-01-2010,8/24/2010,115,Burnaby North,5,2,"2,100",1968,42,33,122,2,House/Single Family,2 Storey
"$680,000",S,8228 18TH AVENUE,5/22/2013,6/28/2013,37,Burnaby East,5,2,"2,200",1964,49,33,146,2,House/Single Family,"2 Storey, 2 Storey w/Bsmt."
"$680,800",S,8822 ERIN AVENUE,05-07-2010,7/13/2010,67,Burnaby East,4,4,"2,572",1993,17,46.02,121.9,1,House/Single Family,2 Storey
"$681,000",S,4778 CANADA WAY,4/22/2014,7/28/2014,97,Burnaby South,5,3,"2,075",1969,45,73,111,2,House/Single Family,2 Storey
"$681,000",S,6630 UNION STREET,03-08-2010,03-11-2010,3,Burnaby North,3,2,"1,450",9999,999,61,102,1,House/Single Family,Basement Entry
"$681,000",S,8448 13TH AVENUE,1/14/2013,2/21/2013,38,Burnaby East,3,2,"2,181",1950,63,50,166,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$681,000",S,7969 16TH AVENUE,5/15/2014,5/16/2014,1,Burnaby East,5,2,"2,160",1954,60,53,111,2,House/Single Family,2 Storey
"$681,500",S,2519 LARKIN COURT,9/19/2011,9/26/2011,7,Burnaby North,6,2,"2,180",1961,50,60,117,2,House/Single Family,Rancher/Bungalow
"$682,000",S,7949 12TH AVENUE,5/15/2012,5/24/2012,9,Burnaby East,3,1,"1,825",1949,63,50,154,1,House/Single Family,Basement Entry
"$682,000",S,4250 SOUTHWOOD STREET,11/23/2010,11/30/2010,7,Burnaby South,3,1,"1,680",1948,62,51,175,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$682,000",S,1920 SPRINGER AVENUE,7/18/2011,10-02-2011,76,Burnaby North,4,2,"2,172",1961,50,61,120,2,House/Single Family,2 Storey
"$683,000",S,7257 NEWCOMBE STREET,06-10-2014,6/19/2014,9,Burnaby South,4,2,"1,900",1955,59,55,109,2,House/Single Family,"1 Storey, Rancher/Bungalow w/Bsmt."
"$683,000",S,1276 WHITSELL AVENUE,2/18/2010,2/25/2010,7,Burnaby North,3,1,800,9999,999,50,124,1,House/Single Family,Rancher/Bungalow
"$683,000",S,3771 SPRUCE STREET,03-01-2010,4/27/2010,57,Burnaby South,2,2,"1,835",9999,999,49,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$683,500",S,7315 1ST STREET,11-02-2010,11-08-2010,6,Burnaby East,5,4,"2,700",1976,34,33,137,3,House/Single Family,Basement Entry
"$683,800",S,8045 10TH AVENUE,08-04-2015,08-10-2015,6,Burnaby East,4,2,"2,282",1953,62,51,136,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$684,000",S,4451 UNION STREET,02-12-2013,2/22/2013,10,Burnaby North,4,3,"1,848",9999,999,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$685,000",S,8469 12TH AVENUE,08-02-2013,8/15/2013,13,Burnaby East,4,2,"1,961",9999,999,50,166,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$685,000",S,7717 CANADA WAY,1/13/2010,2/14/2010,32,Burnaby East,6,4,"2,125",2004,6,33,110,2,House/Single Family,2 Storey w/Bsmt.
"$685,000",S,6008 MCKEE STREET,5/13/2014,5/14/2014,1,Burnaby South,1,1,"1,100",9999,999,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$685,000",S,7201 HASTINGS STREET,8/19/2011,12/26/2011,129,Burnaby North,6,3,"2,680",1975,36,51,100,2,House/Single Family,"2 Storey, Split Entry"
"$685,000",S,7931 17TH AVENUE,06-03-2012,06-07-2012,4,Burnaby East,4,2,"1,852",1951,61,53,11,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$685,000",S,7673 DAVIES STREET,7/30/2014,8/17/2014,18,Burnaby East,3,2,"1,695",1924,90,33,105,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$685,000",S,3490 DOUGLAS ROAD,01-08-2014,1/30/2014,22,Burnaby North,4,2,"2,130",1966,48,50,146,2,House/Single Family,2 Storey
"$685,000",S,8226 11TH AVENUE,09-10-2012,10-11-2012,31,Burnaby East,4,3,"1,900",1961,51,50,138,2,House/Single Family,2 Storey
"$685,000",S,7817 15TH AVENUE,03-04-2011,4/22/2011,49,Burnaby East,4,2,"1,900",1949,62,50,110,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$685,000",S,4673 FRANCES STREET,02-12-2010,3/30/2010,46,Burnaby North,3,2,"1,650",1955,55,33,2,1,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$685,000",S,3788 VENABLES STREET,3/14/2012,3/21/2012,7,Burnaby North,5,2,"2,000",1961,51,33,124,2,House/Single Family,2 Storey
"$685,000",S,7411 15TH AVENUE,07-04-2011,7/29/2011,25,Burnaby East,6,3,"2,390",1921,90,60,98,3,House/Single Family,"2 Storey w/Bsmt., Basement Entry"
"$685,000",S,4377 BRIARWOOD CRESCENT,2/14/2010,3/14/2010,28,Burnaby South,3,2,"2,246",1954,56,64.23,110,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$685,000",S,8092 18TH AVENUE,05-12-2011,07-11-2011,60,Burnaby East,4,3,"2,395",1963,48,50,88,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$685,000",S,4078 MOSCROP STREET,3/31/2011,04-07-2011,7,Burnaby South,3,2,"1,740",9999,999,70,96,1,House/Single Family,2 Storey
"$685,000",S,7577 4TH STREET,06-07-2010,6/18/2010,11,Burnaby East,5,4,"2,500",1976,34,42,120,2,House/Single Family,2 Storey
"$685,000",S,4479 NAPIER STREET,4/15/2010,4/20/2010,5,Burnaby North,4,2,"1,500",1946,64,50,122,1,House/Single Family,2 Storey
"$685,028",S,8707 10TH AVENUE,1/28/2014,3/14/2014,45,Burnaby East,3,1,"1,100",1952,62,59,139,1,House/Single Family,Rancher/Bungalow
"$686,000",S,7991 13TH AVENUE,8/24/2015,8/31/2015,7,Burnaby East,5,3,"2,000",1981,34,25,120,2,House/Single Family,2 Storey
"$687,000",S,4308 PENDER STREET,5/18/2014,7/14/2014,57,Burnaby North,3,2,"1,500",1929,85,33,122,2,House/Single Family,2 Storey
"$687,000",S,4775 GILPIN COURT,1/21/2010,2/17/2010,27,Burnaby South,4,2,"2,432",1955,55,71,90,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$687,500",S,4337 PERCIVAL AVENUE,10-01-2012,10/31/2012,30,Burnaby South,4,2,"1,782",9999,999,49,130,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$687,500",S,6549 PARKDALE DRIVE,6/23/2010,6/26/2010,3,Burnaby North,4,2,"2,130",1966,44,63,130 IRREGULAR,1,House/Single Family,"2 Storey, Split Entry"
"$687,500",S,8516 16TH AVENUE,4/28/2012,5/28/2012,30,Burnaby East,4,3,"2,331",1963,49,65,115,1,House/Single Family,2 Storey
"$688,000",S,4130 BOUNDARY ROAD,03-12-2014,3/17/2014,5,Burnaby South,3,2,"1,689",1954,60,50,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$688,000",S,8272 17TH AVENUE,02-06-2013,2/13/2013,7,Burnaby East,8,3,"2,680",1955,58,60,135,2,House/Single Family,2 Storey w/Bsmt.
"$688,000",S,8037 17TH AVENUE,1/13/2014,1/13/2014,0,Burnaby East,5,2,"2,000",1958,56,50,138,2,House/Single Family,2 Storey w/Bsmt.
"$688,000",S,6370 PARKCREST DRIVE,06-07-2010,8/23/2010,77,Burnaby North,2,1,"2,200",1954,56,60,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$688,000",S,7130 MAUREEN CRESCENT,5/17/2010,5/20/2010,3,Burnaby North,4,2,"2,160",9999,999,50,130,1,House/Single Family,2 Storey
"$688,000",S,7474 16TH AVENUE,12-09-2009,1/26/2010,48,Burnaby East,5,2,"2,500",1948,61,69,97,2,House/Single Family,2 Storey w/Bsmt.
"$688,000",S,2875 NOEL DRIVE,9/22/2011,9/24/2011,2,Burnaby North,5,2,"2,095",1958,53,60,167,1,House/Single Family,4 Level Split
"$688,000",S,16 HOLDOM AVENUE,2/21/2012,2/22/2012,1,Burnaby North,5,2,"2,125",1959,53,33,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$688,000",S,7222 HASTINGS STREET,9/15/2009,02-02-2010,140,Burnaby North,3,3,"2,416",1974,36,50,120,1,House/Single Family,3 Level Split
"$688,100",S,8143 14TH AVENUE,9/27/2013,9/28/2013,1,Burnaby East,3,2,"1,200",9999,999,50,138,0,House/Single Family,Rancher/Bungalow
"$688,500",S,7716 18TH AVENUE,3/25/2013,3/27/2013,2,Burnaby East,4,4,"2,143",2006,7,,,2,House/Single Family,2 Storey
"$688,888",S,7025 BELCARRA DRIVE,4/13/2010,4/18/2010,5,Burnaby North,2,1,"1,700",1950,60,60,120,1,House/Single Family,2 Storey
"$689,000",S,4520 PARKER STREET,5/18/2012,8/28/2012,102,Burnaby North,3,2,"2,370",1950,62,51,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$689,000",S,5674 NEVILLE STREET,03-12-2010,3/22/2010,10,Burnaby South,4,2,"2,096",1960,50,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$689,000",S,2935 ASTOR DRIVE,10/30/2011,11-02-2011,3,Burnaby North,3,1,"2,408",1957,54,0,,1,House/Single Family,2 Storey
"$689,000",S,8245 17TH AVENUE,09-12-2011,9/20/2011,8,Burnaby East,2,2,"1,442",1954,57,46.58,136.62,1,House/Single Family,3 Level Split
"$689,000",S,8181 10TH AVENUE,4/28/2015,05-02-2015,4,Burnaby East,4,2,"2,347",1936,79,50,136,1,House/Single Family,2 Storey
"$690,000",S,4871 ALBERT STREET,06-03-2014,07-06-2014,33,Burnaby North,3,2,"1,814",1976,38,33,122,1,House/Single Family,2 Storey
"$690,000",S,4542 CLINTON STREET,03-09-2010,3/15/2010,6,Burnaby South,3,2,"2,628",1955,55,60,97,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$690,000",S,5426 KEITH STREET,03-01-2013,12-07-2013,281,Burnaby South,5,2,"2,320",1954,59,58,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$690,000",S,4100 ETON STREET,10-04-2012,10-12-2012,8,Burnaby North,2,2,"1,144",9999,999,33,122,1,House/Single Family,2 Storey
"$690,000",S,7660 MARY AVENUE,09-05-2014,09-10-2014,5,Burnaby East,2,1,"1,727",9999,999,61,99,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$690,000",S,5125 RUMBLE STREET,1/20/2011,1/23/2011,3,Burnaby South,5,2,"1,800",1948,63,66,105,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$690,000",S,3829 DOMINION STREET,9/27/2012,10-12-2012,15,Burnaby North,5,2,"2,321",1965,47,33,122,2,House/Single Family,2 Storey w/Bsmt.
"$690,000",S,7317 IMPERIAL STREET,3/14/2011,3/16/2011,2,Burnaby South,4,2,"2,150",1954,57,50,135,1,House/Single Family,2 Storey
"$690,000",S,538 DUTHIE AVENUE,1/31/2011,2/26/2011,26,Burnaby North,4,2,"2,227",1951,60,70,100,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$690,000",S,5484 CANADA WAY,3/23/2011,3/26/2011,3,Burnaby South,5,3,"2,560",1956,55,87,116/134,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$690,000",S,4264 BOXER STREET,11-01-2010,11/25/2010,24,Burnaby South,5,3,"2,446",1962,48,57,113,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$690,000",S,3030 ASTOR DRIVE,10-10-2012,10/15/2012,5,Burnaby North,3,2,"2,010",1957,55,,,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$690,000",S,8222 19TH AVENUE,3/16/2012,3/16/2012,0,Burnaby East,3,1,"1,779",9999,999,52,137,1,House/Single Family,2 Storey
"$690,000",S,6245 BROADWAY,11-03-2013,11/25/2013,22,Burnaby North,4,2,"2,080",1957,56,60,112,1,House/Single Family,2 Storey
"$690,000",S,7483 IMPERIAL STREET,10/24/2011,11-10-2011,17,Burnaby South,3,2,"1,856",1955,56,50,135,2,House/Single Family,Rancher/Bungalow
"$690,000",S,4936 THORNWOOD PLACE,3/18/2014,3/19/2014,1,Burnaby South,4,3,"1,640",1976,38,31,90,1,House/Single Family,2 Storey w/Bsmt.
"$690,000",S,4256 GRANT STREET,06-01-2010,07-04-2010,33,Burnaby North,4,2,"1,776",1949,61,50,122',1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$690,000",S,5409 DUNDAS STREET,09-12-2011,01-08-2012,118,Burnaby North,4,2,"1,900",1948,63,33,122,2,House/Single Family,2 Storey
"$690,000",S,6092 PATRICK STREET,12/16/2010,12/19/2010,3,Burnaby South,5,2,"2,255",1954,56,52,106,1,House/Single Family,Rancher/Bungalow w/Bsmt.
